date,X,Y,Z,DB,a,pos
2016-07-30 14:45:00:855,8.714894,0.143652,-4.414908,41.95618,-0.0395636752086,0.0596913380763
2016-07-30 14:45:01:355,8.628704,0.134075,-4.3766,46.06018,-0.133888364367,0.0619721211026
2016-07-30 14:45:01:855,9.500194,-0.095768,-4.932055,45.00453,0.894579584014,0.0636279101245
2016-07-30 14:45:02:355,8.79151,0.095768,-3.916914,42.98795,-0.184926760106,0.0650380191349
2016-07-30 14:45:02:856,9.29908,-0.047884,-4.050989,46.22266,0.333258529781,0.0666103254428
2016-07-30 14:45:03:355,9.155428,0.181959,-4.711789,44.75243,0.488345814809,0.0686892651286
2016-07-30 14:45:03:855,8.331822,0.057461,-4.299986,44.01892,-0.433836647839,0.0714717773323
2016-07-30 14:45:04:356,9.423578,0.162806,-4.299986,44.76219,0.549546694519,0.0749449617297
2016-07-30 14:45:04:855,9.241618,0.038307,-4.884171,41.81355,0.642946811374,0.0788558952949
2016-07-30 14:45:05:355,8.025364,-0.067038,-3.840299,49.87604,-0.912873619233,0.0827191910964
2016-07-30 14:45:05:855,9.528924,-0.057461,-5.133168,50.05924,1.01372893602,0.0858622197302
2016-07-30 14:45:06:356,9.337388,-0.402226,-4.127603,48.35991,0.40693236462,0.0875023017956
2016-07-30 14:45:06:856,8.66701,-0.057461,-4.204218,47.4964,-0.176941653963,0.0868454416414
2016-07-30 14:45:07:355,9.605538,-0.134075,-4.357447,51.5398,0.738539270102,0.0831929878623
2016-07-30 14:45:07:855,8.734048,0.095768,-4.357447,48.59168,-0.0488468747828,0.0760414136618
2016-07-30 14:45:08:355,8.60955,0.172383,-4.280833,43.85312,-0.193368662828,0.0651613504522
2016-07-30 14:45:08:856,10.007764,-0.009577,-3.878607,47.36093,0.923080837256,0.0506449090538
2016-07-30 14:45:09:355,8.245631,0.402226,-4.367024,44.20725,-0.470668387951,0.0329147328751
2016-07-30 14:45:09:856,8.360553,-0.469264,-4.012682,49.52492,-0.524491290154,0.0126934870697
2016-07-30 14:45:10:355,9.911996,0.21069,-4.309563,49.24556,1.00038335264,-0.00906216973323
2016-07-30 14:45:10:855,8.140286,-0.181959,-4.548983,48.92932,-0.483124232962,-0.0312544190107
2016-07-30 14:45:11:356,9.174582,0.335188,-4.79798,46.50276,0.548856980887,-0.0527518641508
2016-07-30 14:45:11:856,9.11712,-0.134075,-4.232949,46.67653,0.242746412629,-0.0724982152722
2016-07-30 14:45:12:356,9.05966,0.047884,-4.223372,49.94138,0.185829292432,-0.0896087716242
2016-07-30 14:45:12:855,8.887278,0.766145,-4.539406,52.52956,0.198840854122,-0.103443551628
2016-07-30 14:45:13:356,8.896854,0.105345,-4.232949,48.53966,0.0430688571095,-0.113649520498
2016-07-30 14:45:13:855,9.11712,0.220267,-4.721366,48.52619,0.459454296682,-0.120168840931
2016-07-30 14:45:14:356,8.944738,0.134075,-4.654328,47.80062,0.274100511491,-0.123214746895
2016-07-30 14:45:14:856,8.542512,0.067038,-4.012682,46.92382,-0.371746867311,-0.123220832874
2016-07-30 14:45:15:356,9.72046,-0.162806,-4.434061,47.98,0.875258319618,-0.120772676658
2016-07-30 14:45:15:855,9.002198,0.124498,-4.34787,46.24445,0.187951896269,-0.116532369839
2016-07-30 14:45:16:356,8.437168,-0.047884,-4.520252,47.35459,-0.238125842805,-0.111166549491
2016-07-30 14:45:16:855,9.279926,0.373495,-4.711789,48.4574,0.604292134419,-0.105286993211
2016-07-30 14:45:17:356,9.078814,-0.057461,-4.491522,44.51416,0.319261339782,-0.0994100755258
2016-07-30 14:45:17:856,8.561666,0.162806,-4.472368,48.1127,-0.149218146722,-0.0939378786313
2016-07-30 14:45:18:356,9.03093,-0.162806,-4.510676,47.14475,0.286058658482,-0.0891600883222
2016-07-30 14:45:18:856,9.423578,0.363919,-4.299986,46.53037,0.55465816903,-0.0852725682162
2016-07-30 14:45:19:355,9.078814,0.134075,-4.405331,49.57703,0.282065248094,-0.0824061791032
2016-07-30 14:45:19:855,8.571242,0.047884,-4.644751,46.77181,-0.0610413811515,-0.0806583153032
2016-07-30 14:45:20:355,8.954314,0.134075,-4.539406,49.39849,0.230115644207,-0.0801198738802
2016-07-30 14:45:20:856,9.423578,0.038307,-4.223372,49.02883,0.516769136507,-0.0808918420045
2016-07-30 14:45:21:355,8.686164,0.181959,-4.328717,50.75283,-0.103283511987,-0.083088075335
2016-07-30 14:45:21:855,8.695742,-0.134075,-4.654328,47.49423,0.0539076520298,-0.0868237026821
2016-07-30 14:45:22:356,9.318234,0.067038,-4.443638,47.11681,0.513754048177,-0.0921914283313
2016-07-30 14:45:22:855,8.829816,-0.02873,-4.242525,45.46393,-0.0138020445491,-0.0992303394414
2016-07-30 14:45:23:356,9.05966,0.038307,-4.261679,45.00299,0.202033491798,-0.107893292537
2016-07-30 14:45:23:855,8.82024,-0.306458,-4.481945,45.17684,0.0884029593864,-0.118019342233
2016-07-30 14:45:24:355,9.14585,-0.067038,-4.520252,46.0286,0.392144110894,-0.129316967305
2016-07-30 14:45:24:856,8.676588,-0.23942,-4.242525,44.74051,-0.148762003047,-0.141362207028
2016-07-30 14:45:25:355,9.021352,0.172383,-4.568136,45.94322,0.303474888538,-0.153613552811
2016-07-30 14:45:25:855,9.14585,-0.526724,-4.702212,44.62454,0.487320432405,-0.165442940789
2016-07-30 14:45:26:355,8.542512,0.220267,-4.031835,46.50719,-0.361258163721,-0.176179867821
2016-07-30 14:45:26:855,9.222466,0.220267,-4.453215,46.4757,0.433706385321,-0.185163857449
2016-07-30 14:45:27:355,9.442732,-0.162806,-4.261679,47.24304,0.551158299944,-0.191799472037
2016-07-30 14:45:27:856,8.724472,0.124498,-4.175488,46.06143,-0.137016413281,-0.195607895707
2016-07-30 14:45:28:355,9.011776,0.459687,-4.55856,46.40853,0.299593863541,-0.196269743821
2016-07-30 14:45:28:856,8.90643,0.095768,-4.453215,44.24996,0.148151971674,-0.19365500745
2016-07-30 14:45:29:356,9.414002,0.440533,-4.156334,45.84607,0.490126955511,-0.187837654771
2016-07-30 14:45:29:855,8.599974,0.220267,-4.357447,44.87265,-0.166586978161,-0.179094102159
2016-07-30 14:45:30:355,8.983046,-0.095768,-4.328717,46.53122,0.162064872133,-0.167886286562
2016-07-30 14:45:30:856,10.065224,0.42138,-4.395754,48.9531,1.1813124104,-0.154831246636
2016-07-30 14:45:31:355,8.714894,0.229843,-4.098873,46.49741,-0.176570439038,-0.14065988453
2016-07-30 14:45:31:856,8.734048,-0.153229,-4.692635,46.59934,0.106042397851,-0.126167965603
2016-07-30 14:45:32:355,9.32781,-0.162806,-4.702212,46.08464,0.637264851753,-0.112162528598
2016-07-30 14:45:32:856,9.021352,-0.172383,-4.165911,45.48934,0.128275618361,-0.0994068674913
2016-07-30 14:45:33:355,8.39886,0.392649,-3.572149,47.04357,-0.674614347768,-0.0885672379044
2016-07-30 14:45:33:855,10.055648,-0.105345,-4.242525,49.19618,1.10449369621,-0.0801645081885
2016-07-30 14:45:34:356,8.916008,0.325611,-5.133168,47.01483,0.483232480402,-0.0745341059489
2016-07-30 14:45:34:855,8.360553,0.134075,-4.165911,47.2377,-0.468071021927,-0.0717977047915
2016-07-30 14:45:35:356,9.394848,-0.181959,-3.888183,47.99878,0.359279476063,-0.0718499872124
2016-07-30 14:45:35:855,9.394848,0.105345,-4.807557,47.65454,0.743997859597,-0.0743633198468
2016-07-30 14:45:36:355,8.159439,0.02873,-4.577713,46.21114,-0.454107390634,-0.0788121339799
2016-07-30 14:45:36:856,8.858546,-0.143652,-4.845864,47.49169,0.288359819184,-0.0845171567937
2016-07-30 14:45:37:355,9.136274,0.047884,-4.328717,49.07212,0.299974596735,-0.0907074618998
2016-07-30 14:45:37:855,8.935162,-0.009577,-4.156334,46.80045,0.0445585393121,-0.0965958275476
2016-07-30 14:45:38:355,9.318234,0.076614,-4.386177,45.68558,0.489218575168,-0.101460468385
2016-07-30 14:45:38:856,8.8777,0.038307,-4.55856,44.74472,0.169754204881,-0.104724285756
2016-07-30 14:45:39:355,8.437168,0.02873,-4.711789,47.18747,-0.146274794178,-0.106021810504
2016-07-30 14:45:39:856,9.11712,0.172383,-4.807557,44.20362,0.498452711311,-0.105244350791
2016-07-30 14:45:40:355,9.251196,0.325611,-4.367024,45.15489,0.425308914259,-0.102555687896
2016-07-30 14:45:40:856,8.408438,0.143652,-4.58729,46.58194,-0.230558730226,-0.0983739248658
2016-07-30 14:45:41:355,9.289502,-0.047884,-4.34787,47.05367,0.446759421102,-0.09331945706
2016-07-30 14:45:41:856,8.983046,0.019154,-4.539406,45.92354,0.254874025375,-0.0881339254928
2016-07-30 14:45:42:355,8.686164,-0.095768,-4.807557,46.29553,0.118304027021,-0.0835796880255
2016-07-30 14:45:42:856,8.896854,0.009577,-4.855441,45.84532,0.325551791626,-0.0803329993418
2016-07-30 14:45:43:355,9.203312,0.220267,-4.223372,47.44826,0.318491515078,-0.0788860122764
2016-07-30 14:45:43:856,8.293515,-0.565032,-5.018246,46.46517,-0.0999822279892,-0.07947240817
2016-07-30 14:45:44:356,8.868124,-0.383072,-4.893748,46.3478,0.326031616173,-0.0820287757326
2016-07-30 14:45:44:855,9.203312,-0.181959,-4.663905,44.82471,0.509208821225,-0.0861990264391
2016-07-30 14:45:45:355,8.446744,-0.019154,-4.165911,45.60758,-0.391790746794,-0.0913827909185
2016-07-30 14:45:45:856,8.753202,0.124498,-5.27682,44.33705,0.411490806982,-0.0968218301312
2016-07-30 14:45:46:355,9.251196,0.488417,-4.596867,41.62882,0.531874337469,-0.101712135524
2016-07-30 14:45:46:856,8.686164,0.277727,-4.13718,43.38388,-0.184885160486,-0.105324691704
2016-07-30 14:45:47:355,8.781932,0.067038,-4.299986,44.61455,-0.0316206175939,-0.107115735199
2016-07-30 14:45:47:856,9.32781,0.095768,-5.267244,44.44469,0.902659345908,-0.106808285373
2016-07-30 14:45:48:355,8.590396,-0.086191,-3.533841,44.32671,-0.520739289988,-0.104430772149
2016-07-30 14:45:48:855,9.174582,-0.047884,-4.539406,49.06655,0.426281286923,-0.10030522745
2016-07-30 14:45:49:356,9.414002,0.497994,-5.018246,46.2894,0.869617249535,-0.0949857500797
2016-07-30 14:45:49:855,8.599974,-0.545878,-4.204218,45.22377,-0.221831009881,-0.0891564673775
2016-07-30 14:45:50:356,9.08839,0.067038,-4.031835,42.90265,0.132787353291,-0.0835055481007
2016-07-30 14:45:50:856,9.03093,0.248997,-4.625597,45.86872,0.339672101961,-0.0785966403871
2016-07-30 14:45:51:355,9.040506,0.306458,-4.271256,49.01369,0.193414070173,-0.074760451762
2016-07-30 14:45:51:855,9.174582,-0.057461,-4.232949,47.40746,0.294163195329,-0.0720266444199
2016-07-30 14:45:52:356,8.695742,0.296881,-4.76925,46.68354,0.112187904954,-0.0701100341904
2016-07-30 14:45:52:856,8.90643,-0.248997,-4.367024,48.06273,0.112569902373,-0.0684561495327
2016-07-30 14:45:53:355,9.136274,0.143652,-4.424484,45.62827,0.342250842372,-0.0663409465165
2016-07-30 14:45:53:856,8.714894,0.258574,-4.874594,42.68053,0.178889057826,-0.0630096092718
2016-07-30 14:45:54:355,8.925584,-0.162806,-4.472368,44.79343,0.174719879001,-0.0578316319602
2016-07-30 14:45:54:855,9.346964,0.124498,-4.309563,40.99767,0.483375006297,-0.0504452306629
2016-07-30 14:45:55:356,8.628704,-0.02873,-4.606444,40.90064,-0.0286563061279,-0.0408644704548
2016-07-30 14:45:55:855,9.040506,-0.134075,-4.539406,42.13713,0.307061414981,-0.0295274762707
2016-07-30 14:45:56:356,9.643846,0.440533,-4.510676,45.05135,0.845704245745,-0.0172730889971
2016-07-30 14:45:56:855,8.264784,0.335188,-4.118027,43.9354,-0.570024245988,-0.00524496959057
2016-07-30 14:45:57:356,9.069236,0.105345,-4.750096,50.47812,0.428434997691,0.00526543637756
2016-07-30 14:45:57:855,9.557654,0.21069,-4.510676,45.25783,0.760682959809,0.0130145792622
2016-07-30 14:45:58:355,8.207323,0.191536,-3.916914,45.33905,-0.713899068886,0.0170108392831
2016-07-30 14:45:58:855,9.11712,0.114922,-4.692635,47.95197,0.44455544642,0.0166935849181
2016-07-30 14:45:59:355,9.548078,-0.507571,-4.328717,46.0969,0.685771180824,0.0120563688705
2016-07-30 14:45:59:856,8.207323,0.162806,-4.462792,47.74498,-0.466383513049,0.0036911071393
2016-07-30 14:46:00:355,8.925584,0.134075,-4.61602,47.56621,0.239461004804,-0.00725798873175
2016-07-30 14:46:00:856,9.366118,0.067038,-4.510676,46.44284,0.585905850879,-0.0192276906228
2016-07-30 14:46:01:355,8.829816,-0.220267,-4.10845,44.81491,-0.0686690053338,-0.0304389145582
2016-07-30 14:46:01:856,8.79151,0.038307,-4.654328,46.5278,0.137606980472,-0.0391405051438
2016-07-30 14:46:02:355,8.619126,-0.076614,-5.075707,47.98635,0.192899792496,-0.0438568907916
2016-07-30 14:46:02:855,9.155428,0.095768,-4.022259,47.30765,0.190480030283,-0.0436011763643
2016-07-30 14:46:03:356,9.337388,-0.086191,-4.491522,42.44573,0.551853764048,-0.0380198125179
2016-07-30 14:46:03:856,8.561666,0.507571,-4.367024,44.69048,-0.185518110975,-0.0274452035264
2016-07-30 14:46:04:355,9.184158,0.095768,-4.807557,44.34549,0.556799601952,-0.0128469189871
2016-07-30 14:46:04:855,9.174582,0.402226,-4.357447,43.75997,0.354747167914,0.00431173108933
2016-07-30 14:46:05:356,8.858546,0.306458,-4.424484,43.60002,0.0967558971712,0.0222897533168
2016-07-30 14:46:05:856,8.532936,0.105345,-4.932055,45.81514,0.0463310045953,0.0393233076237
2016-07-30 14:46:06:356,9.586384,0.181959,-4.309563,44.76781,0.702097817472,0.0538790421601
2016-07-30 14:46:06:856,9.011776,-0.019154,-3.936067,43.85636,0.023874972684,0.0648657786571
2016-07-30 14:46:07:355,8.647858,0.670377,-4.232949,45.6608,-0.158434813623,0.0717711531752
2016-07-30 14:46:07:855,9.461886,-0.009577,-4.663905,46.31607,0.738904599291,0.0747021316452
2016-07-30 14:46:08:359,8.868124,0.325611,-4.730942,45.15406,0.246413774804,0.0743241883337
2016-07-30 14:46:08:856,8.571242,0.02873,-4.003105,45.70897,-0.349986021338,0.0717107289924
2016-07-30 14:46:09:355,9.021352,0.076614,-4.577713,46.08963,0.306625817103,0.0681292467619
2016-07-30 14:46:09:856,9.107544,0.02873,-4.443638,46.33325,0.323809836378,0.0648011988147
2016-07-30 14:46:10:355,9.050082,0.057461,-5.152322,45.46741,0.604111002142,0.0626768905642
2016-07-30 14:46:10:856,8.379707,0.268151,-4.462792,46.5221,-0.312215689967,0.062263993847
2016-07-30 14:46:11:355,8.925584,-0.277727,-4.453215,46.38947,0.168692592911,0.0635391219234
2016-07-30 14:46:11:856,9.222466,-0.067038,-4.721366,45.2502,0.550968589884,0.0659576660546
2016-07-30 14:46:12:355,9.011776,0.268151,-4.462792,44.30695,0.249847119526,0.0685602542343
2016-07-30 14:46:12:855,8.494628,0.019154,-4.204218,46.75173,-0.331892555704,0.0701575691461
2016-07-30 14:46:13:356,9.136274,-0.038307,-4.635174,47.66132,0.43489180224,0.0695616821113
2016-07-30 14:46:13:855,9.433156,0.038307,-4.31914,45.94034,0.565011801737,0.0658238400801
2016-07-30 14:46:14:356,8.178593,-0.076614,-4.060566,45.17493,-0.67854615053,0.0584371990199
2016-07-30 14:46:14:855,8.839394,0.095768,-4.979939,46.61476,0.336124887896,0.0474685988859
2016-07-30 14:46:15:355,9.682152,-0.038307,-4.175488,49.80799,0.734203849295,0.0335951975615
2016-07-30 14:46:15:855,8.437168,-0.440533,-4.127603,47.94907,-0.406969652824,0.0180376593277
2016-07-30 14:46:16:356,8.858546,0.220267,-4.520252,46.13645,0.13761443407,0.00239895708188
2016-07-30 14:46:16:855,9.14585,0.268151,-4.845864,46.13449,0.543785543838,-0.0115662260417
2016-07-30 14:46:17:356,8.8777,0.114922,-4.529829,47.28386,0.157252135134,-0.0222146992761
2016-07-30 14:46:17:855,8.868124,0.162806,-3.677494,43.69992,-0.208224581201,-0.028268060015
2016-07-30 14:46:18:355,9.03093,0.229843,-4.730942,42.91919,0.387663294937,-0.0290149020243
2016-07-30 14:46:18:855,9.356542,0.191536,-4.82671,47.11396,0.719895235051,-0.0244288916787
2016-07-30 14:46:19:356,8.599974,0.258574,-4.089296,47.84307,-0.283785899437,-0.0151832309356
2016-07-30 14:46:19:855,8.954314,0.268151,-4.3766,49.91078,0.160269391014,-0.00255873662114
2016-07-30 14:46:20:356,9.366118,0.229843,-4.453215,46.07268,0.56343328078,0.0117401620733
2016-07-30 14:46:20:856,9.078814,0.229843,-4.31914,46.50264,0.24647362602,0.0258325909722
2016-07-30 14:46:21:355,8.695742,0.287304,-4.702212,47.81845,0.0798569358674,0.037932864494
2016-07-30 14:46:21:855,8.916008,-0.114922,-4.232949,45.68563,0.0604743026234,0.0466044773025
2016-07-30 14:46:22:356,9.232042,0.114922,-4.357447,47.15845,0.399365842875,0.0509577646859
2016-07-30 14:46:22:856,8.84897,0.181959,-4.501099,44.3273,0.119615871039,0.050762103869
2016-07-30 14:46:23:356,8.954314,-0.02873,-4.395754,47.94452,0.165129966673,0.0464575428252
2016-07-30 14:46:23:856,9.078814,0.134075,-4.118027,45.29438,0.160004319204,0.0390668211165
2016-07-30 14:46:24:355,8.90643,0.047884,-4.58729,44.21868,0.208483805769,0.0300242181426
2016-07-30 14:46:24:856,9.050082,0.047884,-4.606444,45.12519,0.345077715572,0.0209500320159
2016-07-30 14:46:25:356,9.03093,0.134075,-4.175488,47.33039,0.140395610661,0.0134068510138
2016-07-30 14:46:25:855,8.762778,-0.009577,-4.309563,47.63396,-0.0448219039701,0.00867511617632
2016-07-30 14:46:26:355,9.241618,0.114922,-4.836287,46.49889,0.62122151382,0.00758080985384
2016-07-30 14:46:26:855,8.485052,0.067038,-4.261679,47.94712,-0.314605883104,0.0103984572687
2016-07-30 14:46:27:356,9.165004,0.21069,-4.386177,44.83904,0.352688486392,0.0168397979445
2016-07-30 14:46:27:855,8.983046,0.134075,-4.932055,47.18515,0.43881739845,0.0261247202942
2016-07-30 14:46:28:355,8.90643,0.23942,-4.606444,45.54557,0.220012143883,0.0371186503551
2016-07-30 14:46:28:856,8.523358,0.124498,-4.673482,47.87213,-0.0886541388297,0.0485114906523
2016-07-30 14:46:29:356,9.260772,0.153229,-4.414908,47.33707,0.450447836761,0.0590086981271
2016-07-30 14:46:29:855,8.676588,0.047884,-4.979939,47.24182,0.194262323776,0.0675055999394
2016-07-30 14:46:30:355,8.992622,0.383072,-4.443638,49.2834,0.227923752804,0.0732211221569
2016-07-30 14:46:30:855,9.136274,0.076614,-4.596867,48.68431,0.41783254281,0.075775548051
2016-07-30 14:46:31:356,8.829816,0.019154,-4.692635,48.06282,0.189342013993,0.0752070353625
2016-07-30 14:46:31:855,8.178593,0.143652,-4.520252,47.59444,-0.464268487686,0.0719315489586
2016-07-30 14:46:32:356,9.979034,0.68953,-4.79798,49.67668,1.28401565144,0.06665893144
2016-07-30 14:46:32:855,8.283938,-0.019154,-4.10845,50.54625,-0.563197467986,0.0602828362008
2016-07-30 14:46:33:356,8.283938,-0.335188,-4.740519,49.49968,-0.259685860007,0.0537636409616
2016-07-30 14:46:33:855,9.682152,0.248997,-4.692635,49.0181,0.952290188447,0.0480214127058
2016-07-30 14:46:34:355,8.293515,0.009577,-4.280833,44.96689,-0.476832587592,0.0438513021765
2016-07-30 14:46:34:856,9.097966,0.220267,-4.424484,48.81482,0.309168026804,0.0418676296085
2016-07-30 14:46:35:355,9.921572,0.076614,-4.501099,48.93679,1.08510683123,0.0424767606597
2016-07-30 14:46:35:855,8.408438,-0.162806,-4.663905,45.1239,-0.193329825636,0.0458739089661
2016-07-30 14:46:36:355,8.121132,0.220267,-4.501099,48.34165,-0.52230950556,0.052056110193
2016-07-30 14:46:36:855,10.170568,0.42138,-4.299986,50.75542,1.24024407636,0.0608431319801
2016-07-30 14:46:37:356,8.82024,0.067038,-4.481945,46.72055,0.0838849161525,0.0718997865166
2016-07-30 14:46:37:855,8.140286,0.153229,-4.367024,46.85871,-0.571026360855,0.08475628453
2016-07-30 14:46:38:356,9.797074,0.181959,-4.539406,49.03527,0.98916547109,0.0988268973817
2016-07-30 14:46:38:855,9.471462,0.335188,-4.175488,44.28142,0.546430053398,0.113430206632
2016-07-30 14:46:39:356,8.312668,0.105345,-4.022259,46.80403,-0.574735287479,0.127815740175
2016-07-30 14:46:39:855,9.615114,0.162806,-4.271256,45.44245,0.712383325282,0.14120134067
2016-07-30 14:46:40:356,9.097966,-0.019154,-4.424484,45.72922,0.306788565505,0.152823217075
2016-07-30 14:46:40:855,8.810662,-0.057461,-3.974375,46.58885,-0.14424998847,0.161996836641
2016-07-30 14:46:41:355,9.097966,0.268151,-4.491522,46.24105,0.33981084417,0.168182561281
2016-07-30 14:46:41:855,9.107544,-0.229843,-4.414908,43.39153,0.313813420103,0.171046345141
2016-07-30 14:46:42:356,8.676588,-0.124498,-4.82671,43.00098,0.119542209883,0.170503946705
2016-07-30 14:46:42:855,8.418014,0.42138,-4.55856,45.41403,-0.227673034059,0.166737705757
2016-07-30 14:46:43:357,9.45231,-0.172383,-4.443638,47.89908,0.636137990178,0.160178216913
2016-07-30 14:46:43:856,9.260772,0.201113,-4.539406,46.9112,0.50545206511,0.151448820056
2016-07-30 14:46:44:355,8.054095,0.488417,-4.625597,44.32657,-0.509293304199,0.141277781764
2016-07-30 14:46:44:855,8.896854,0.220267,-4.912902,46.54181,0.355585802609,0.130390016086
2016-07-30 14:46:45:355,9.500194,0.402226,-4.386177,45.33287,0.66158156479,0.119395697769
2016-07-30 14:46:45:856,8.475474,0.057461,-4.357447,44.16811,-0.279821321244,0.108695826644
2016-07-30 14:46:46:355,8.283938,-0.268151,-4.127603,46.11811,-0.550807795911,0.0984238315786
2016-07-30 14:46:46:855,9.682152,0.105345,-4.788403,48.38571,0.992035373509,0.0884374513289
2016-07-30 14:46:47:356,8.79151,0.105345,-4.175488,44.83118,-0.0767350962142,0.0783669614531
2016-07-30 14:46:47:856,8.686164,0.402226,-4.338293,44.95809,-0.0923862525916,0.0677156116368
2016-07-30 14:46:48:355,9.11712,-0.181959,-4.951209,47.45977,0.566389388114,0.0559976945011
2016-07-30 14:46:48:855,8.79151,0.47884,-4.10845,43.21746,-0.0940699246958,0.0428909862593
2016-07-30 14:46:49:356,9.404426,-0.095768,-4.386177,46.54558,0.567424949121,0.0283752095972
2016-07-30 14:46:49:855,8.619126,0.258574,-4.865018,47.46796,0.0907370259833,0.0128279581795
2016-07-30 14:46:50:356,8.236054,0.153229,-4.022259,53.21544,-0.642959469903,-0.00294534768242
2016-07-30 14:46:50:857,9.854534,-0.086191,-4.635174,54.02361,1.08055128338,-0.0177609440974
2016-07-30 14:46:51:356,8.245631,0.47884,-4.146757,46.92484,-0.567959535319,-0.0301857785602
2016-07-30 14:46:51:856,8.647858,0.019154,-5.209783,47.05269,0.285922630992,-0.038731746045
2016-07-30 14:46:52:355,9.490616,0.019154,-4.663905,47.0521,0.764694737164,-0.0420875691859
2016-07-30 14:46:52:856,8.772356,0.392649,-4.271256,46.20638,-0.0451635525487,-0.0393515079825
2016-07-30 14:46:53:355,9.011776,-0.105345,-4.596867,45.04232,0.307034667277,-0.0302246316261
2016-07-30 14:46:53:856,9.634268,0.354342,-4.817134,46.62465,0.967265799949,-0.015127789004
2016-07-30 14:46:54:355,8.063671,0.325611,-4.817134,49.41744,-0.411404759566,0.00478445721033
2016-07-30 14:46:54:855,9.050082,-0.086191,-4.031835,48.15094,0.0979314976654,0.0277241542506
2016-07-30 14:46:55:356,9.404426,0.019154,-4.501099,48.50444,0.616096463825,0.0514772350058
2016-07-30 14:46:55:855,8.66701,0.335188,-4.367024,49.94634,-0.0991652288786,0.0736919372721
2016-07-30 14:46:56:355,8.992622,0.114922,-4.692635,48.94507,0.334026850526,0.0922072792563
2016-07-30 14:46:56:855,9.14585,0.229843,-4.855441,48.59513,0.547350401122,0.105371256613
2016-07-30 14:46:57:355,8.628704,0.095768,-3.763685,50.73937,-0.395700822224,0.112297114742
2016-07-30 14:46:57:855,9.74919,-0.057461,-4.012682,47.78639,0.732847065937,0.113013304544
2016-07-30 14:46:58:356,8.571242,0.172383,-5.018246,50.60373,0.123715228341,0.10847774208
2016-07-30 14:46:58:856,8.695742,0.067038,-4.309563,48.24163,-0.10470473015,0.100447596749
2016-07-30 14:46:59:356,9.356542,0.02873,-4.778826,48.60762,0.696325787303,0.0912188246214
2016-07-30 14:46:59:855,8.724472,0.316035,-4.395754,49.8917,-0.0355975615629,0.0832713111029
2016-07-30 14:47:00:355,8.925584,0.42138,-4.022259,49.63964,-0.0109093121588,0.0788721469199
2016-07-30 14:47:00:856,9.14585,0.325611,-4.807557,48.14069,0.527562529633,0.0796983005106
2016-07-30 14:47:01:355,8.485052,0.047884,-4.510676,47.39258,-0.200390315047,0.0865390628504
2016-07-30 14:47:01:855,9.385272,0.153229,-4.434061,47.77613,0.57112260751,0.0991279715976
2016-07-30 14:47:02:355,8.810662,0.134075,-5.046977,46.67752,0.344689449826,0.116134930557
2016-07-30 14:47:02:856,8.705318,0.105345,-4.424484,47.04036,-0.0442579536215,0.135324798793
2016-07-30 14:47:03:356,9.002198,0.181959,-4.673482,45.19504,0.334659280292,0.153862664874
2016-07-30 14:47:03:855,9.346964,0.296881,-4.76925,48.1967,0.687600673866,0.16872252319
2016-07-30 14:47:04:356,8.504206,0.42138,-4.740519,46.11486,-0.0646625925935,0.177138965613
2016-07-30 14:47:04:857,8.82024,0.047884,-4.118027,48.57109,-0.0756755289448,0.177033645084
2016-07-30 14:47:05:355,9.768344,0.114922,-4.395754,46.19469,0.902441588963,0.16735104397
2016-07-30 14:47:05:855,8.37013,0.076614,-3.754108,50.62483,-0.636218184546,0.148251165339
2016-07-30 14:47:06:355,8.60955,-0.019154,-4.434061,52.01004,-0.125702656881,0.121128164216
2016-07-30 14:47:06:855,9.787498,-0.603339,-4.338293,51.08098,0.912869075148,0.0884502983275
2016-07-30 14:47:07:355,7.881712,0.143652,-3.983951,51.68117,-0.977453055973,0.0534437422194
2016-07-30 14:47:07:856,9.500194,-0.21069,-3.734954,51.58556,0.400188915777,0.0196664806699
2016-07-30 14:47:08:356,9.174582,0.995988,-4.635174,51.72779,0.517138276461,-0.00946504881988
2016-07-30 14:47:08:855,8.647858,0.440533,-4.204218,49.58193,-0.184255026037,-0.0311272105063
2016-07-30 14:47:09:355,9.318234,0.373495,-4.481945,45.51728,0.536826294899,-0.0434530214566
2016-07-30 14:47:09:856,8.63828,0.220267,-4.960786,48.79219,0.153824398668,-0.0457573293
2016-07-30 14:47:10:356,8.686164,0.134075,-5.0374,48.39324,0.232052574077,-0.0385937063399
2016-07-30 14:47:10:855,9.48104,0.402226,-4.912902,50.28543,0.875902455959,-0.0236392052862
2016-07-30 14:47:11:355,8.58082,-0.095768,-4.299986,45.63098,-0.21158747592,-0.00342884845127
2016-07-30 14:47:11:855,8.312668,0.172383,-4.903325,47.06009,-0.157396142359,0.0190166152522
2016-07-30 14:47:12:355,9.586384,0.383072,-4.817134,46.66139,0.925468426044,0.0406118421029
2016-07-30 14:47:12:855,8.686164,0.047884,-4.529829,45.15706,-0.0135165145041,0.0586141387428
2016-07-30 14:47:13:355,8.724472,0.02873,-4.491522,45.38813,0.0027981212378,0.0709589491086
2016-07-30 14:47:13:856,8.743626,0.086191,-4.55856,44.69152,0.0509783383778,0.0764793123282
2016-07-30 14:47:14:357,9.318234,0.708684,-4.855441,47.59467,0.721240439525,0.0749848164022
2016-07-30 14:47:14:855,8.657434,0.45011,-4.884171,44.92305,0.14032104174,0.0671981520898
