date,X,Y,Z,DB,a,pos
2016-07-31 11:08:39:315,2.422932,-1.513135,9.308656,56.89,-0.0728929588309,0.31487331933
2016-07-31 11:08:39:816,2.422932,-1.244985,9.193734,56.57717,-0.221187143885,0.217660109464
2016-07-31 11:08:40:316,2.288857,-1.541866,9.32781,55.60047,-0.0824999858903,0.257994690216
2016-07-31 11:08:40:816,2.231396,-1.80044,9.174582,51.96295,-0.197837538975,0.0682177813245
2016-07-31 11:08:41:315,2.173935,-1.561019,9.184158,48.19428,-0.243834003555,0.0617818604037
2016-07-31 11:08:41:815,2.212242,-1.570596,9.260772,51.67482,-0.159990440535,-0.266135446347
2016-07-31 11:08:42:315,2.145205,-1.666364,9.27035,58.32352,-0.149872537331,-0.288630174984
2016-07-31 11:08:42:815,2.221819,-1.541866,9.203312,52.37221,-0.217566408879,-0.670165344459
2016-07-31 11:08:43:316,2.260126,-1.637634,9.29908,51.34009,-0.101091539198,-0.616641092972
2016-07-31 11:08:43:816,2.078167,-1.522712,9.184158,54.14182,-0.271331954419,-1.09544424636
2016-07-31 11:08:44:316,2.097321,-1.484405,9.165004,51.69184,-0.29162241235,-0.720581186616
2016-07-31 11:08:44:815,2.030283,-1.474828,9.289502,58.83698,-0.187525573031,-1.85196714478
2016-07-31 11:08:45:316,2.126051,-1.331176,9.174582,49.59223,-0.298686879705,2.90857347225
2016-07-31 11:08:45:321,2.126051,-1.331176,9.174582,49.59223,-0.298686879705,5.37194999553
2016-07-31 11:08:45:416,2.059013,-1.37906,9.232042,49.59223,-0.251132885769,-0.256713361083
2016-07-31 11:08:45:916,2.078167,-1.561019,9.279926,55.90753,-0.172957665148,-1.29403085796
2016-07-31 11:08:46:416,2.03986,-1.656788,9.212888,51.98873,-0.229640894148,-0.93024780691
2016-07-31 11:08:46:916,1.972822,-1.695095,9.232042,50.10921,-0.218546867525,-0.842496944458
2016-07-31 11:08:47:417,2.03986,-1.714248,9.251196,51.29044,-0.182731308646,-0.642389377704
2016-07-31 11:08:47:916,2.059013,-1.551443,9.14585,59.02599,-0.307732789543,-0.429973762123
2016-07-31 11:08:48:416,2.049437,-1.695095,9.251196,47.15196,-0.184088796046,-0.288697803662
2016-07-31 11:08:48:915,2.126051,-1.714248,9.27035,49.14705,-0.145729298979,-0.0962682940058
2016-07-31 11:08:49:415,2.202666,-1.8579,9.174582,47.55629,-0.193530544307,0.0084362687485
2016-07-31 11:08:49:916,2.202666,-1.810016,9.165004,47.9655,-0.21181299683,0.179859274279
2016-07-31 11:08:50:415,2.298434,-1.742979,9.107544,58.70252,-0.256564368839,0.210379658715
2016-07-31 11:08:50:916,2.269703,-1.810016,9.222466,48.04627,-0.141412267057,0.259177922585
2016-07-31 11:08:51:416,2.269703,-1.944092,9.222466,48.33498,-0.115417774147,0.270646666561
2016-07-31 11:08:51:915,2.154782,-1.838747,9.11712,55.08975,-0.262961030145,0.2694192728
2016-07-31 11:08:52:416,2.154782,-1.8579,8.983046,52.64908,-0.387155773566,0.201554795062
2016-07-31 11:08:52:916,2.03986,-2.193089,9.126698,49.56339,-0.204413887496,0.12422923532
2016-07-31 11:08:53:416,2.116475,-2.154781,8.887278,58.52579,-0.423506627453,0.026928647461
2016-07-31 11:08:53:916,2.288857,-2.183512,9.040506,53.68349,-0.23203885179,-0.0374526065425
2016-07-31 11:08:54:415,2.30801,-2.116474,9.097966,50.44452,-0.188183243798,-0.156332760592
2016-07-31 11:08:54:916,2.231396,-2.327164,9.232042,50.54438,-0.0311749232602,-0.159396429765
2016-07-31 11:08:55:416,2.432509,-2.059013,8.983046,58.3395,-0.278381564112,-0.149740618561
2016-07-31 11:08:55:916,2.48997,-2.087744,8.963892,54.2215,-0.27532720026,-0.131712527015
2016-07-31 11:08:56:416,2.470816,-2.327164,9.011776,54.92949,-0.180216478917,-0.138611222531
2016-07-31 11:08:56:915,2.557007,-2.097321,8.925584,48.92638,-0.291434461215,-0.0949801142888
2016-07-31 11:08:57:416,2.221819,-2.298433,9.050082,57.06801,-0.21191382978,-0.0819130590669
2016-07-31 11:08:57:916,2.001553,-1.867477,9.136274,51.44788,-0.272432838485,-0.00104900322181
2016-07-31 11:08:58:416,1.886631,-1.944092,9.212888,58.27902,-0.207074636593,0.0116567321851
2016-07-31 11:08:58:916,1.675941,-1.790863,9.279926,51.56645,-0.211406609001,0.0988223728656
2016-07-31 11:08:59:415,1.484405,-1.675941,9.279926,52.28173,-0.263835167724,0.0905904087449
2016-07-31 11:08:59:916,1.398214,-1.924938,9.260772,47.84838,-0.248499765747,0.135495556407
2016-07-31 11:09:00:416,1.216255,-1.915361,9.289502,57.46739,-0.24743071171,0.122547264026
2016-07-31 11:09:00:916,1.197101,-1.877054,9.069236,49.32521,-0.471508465131,0.153137551978
2016-07-31 11:09:01:415,1.312023,-2.087744,9.174582,54.3759,-0.309840304669,0.0381982214257
2016-07-31 11:09:01:916,1.484405,-2.145205,9.097966,49.46999,-0.345416119385,0.0145881621767
2016-07-31 11:09:02:416,1.407791,-2.403778,9.184158,58.29396,-0.212667957087,-0.0286006479853
2016-07-31 11:09:02:915,1.292869,-2.384625,9.222466,47.23108,-0.196893022392,-0.0553901754653
2016-07-31 11:09:03:415,1.312023,-2.413355,9.260772,47.29964,-0.150414877204,-0.0956745113173
2016-07-31 11:09:03:916,1.264139,-2.221819,9.184158,48.52585,-0.276727463822,-0.0627764340435
2016-07-31 11:09:04:416,1.273715,-2.288857,9.232042,47.5083,-0.213551919724,-0.081847699696
2016-07-31 11:09:04:916,1.187524,-2.250549,9.241618,47.5036,-0.224454250805,-0.0659250495511
2016-07-31 11:09:05:416,1.120486,-2.336741,9.193734,47.55574,-0.258005850084,-0.0369914390583
2016-07-31 11:09:05:915,1.101333,-2.221819,9.155428,51.79093,-0.324681032836,-0.0262286125339
2016-07-31 11:09:06:415,0.986411,-2.365471,9.241618,49.31812,-0.219590052001,-0.0310756993887
2016-07-31 11:09:06:915,1.063026,-2.442086,9.232042,47.95476,-0.201440909385,0.0097611488957
2016-07-31 11:09:07:415,1.120486,-2.375048,9.184158,46.05344,-0.257769891409,0.019614141122
2016-07-31 11:09:07:916,1.197101,-2.30801,9.212888,48.57726,-0.237264431478,0.0588930412961
2016-07-31 11:09:08:416,1.37906,-2.212242,9.165004,57.36925,-0.281457641896,0.0641721318493
2016-07-31 11:09:08:916,1.35033,-2.413355,9.184158,45.0679,-0.218522969121,0.0597170084744
2016-07-31 11:09:09:416,1.321599,-2.595315,9.126698,45.84174,-0.229869507714,0.0641957770813
2016-07-31 11:09:09:915,1.149217,-2.662352,9.155428,56.7341,-0.206319468653,0.0329192743561
2016-07-31 11:09:10:415,1.177947,-2.614468,9.174582,49.16396,-0.197718432518,0.0008795860132
2016-07-31 11:09:10:915,1.331176,-2.528277,9.126698,50.08202,-0.246484406093,-0.0398545998287
2016-07-31 11:09:11:416,1.292869,-2.461239,9.107544,46.70935,-0.287575656472,0.0
