date,ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),SOUND LEVEL (dB)
2016-07-30 14:54:54:856,8.331822,0.402226,-5.075707,49.68346
2016-07-30 14:54:55:356,8.360553,0.526724,-4.912902,49.4568
2016-07-30 14:54:55:855,9.32781,0.622492,-5.085284,50.41809
2016-07-30 14:54:56:355,8.159439,0.335188,-4.922478,48.2238
2016-07-30 14:54:56:855,8.868124,0.402226,-4.520252,49.49549
2016-07-30 14:54:57:356,9.212888,0.440533,-5.094861,49.73932
2016-07-30 14:54:57:856,8.379707,0.497994,-4.999093,47.49625
2016-07-30 14:54:58:356,8.082825,-0.095768,-4.82671,49.10048
2016-07-30 14:54:58:856,9.337388,0.287304,-5.51624,50.04146
2016-07-30 14:54:59:355,8.724472,0.995988,-5.018246,48.971
2016-07-30 14:54:59:856,8.178593,-0.047884,-4.922478,51.1227
2016-07-30 14:55:00:356,9.414002,0.603339,-4.635174,50.79509
2016-07-30 14:55:00:855,8.350976,1.024718,-5.688623,46.62082
2016-07-30 14:55:01:355,8.42759,0.517148,-4.989516,48.30025
2016-07-30 14:55:01:855,8.197747,0.536301,-5.449203,47.6393
2016-07-30 14:55:02:355,8.705318,0.287304,-5.21936,46.04886
2016-07-30 14:55:02:856,9.241618,0.02873,-4.817134,51.16204
2016-07-30 14:55:03:355,8.39886,0.258574,-4.855441,47.5228
2016-07-30 14:55:03:855,7.814675,0.565032,-5.238513,49.52828
2016-07-30 14:55:04:356,9.27035,0.488417,-5.286397,51.81302
2016-07-30 14:55:04:855,8.781932,1.015142,-5.420472,48.58899
2016-07-30 14:55:05:356,7.785944,0.114922,-4.884171,45.66069
2016-07-30 14:55:05:855,8.801086,0.02873,-5.161899,46.63588
2016-07-30 14:55:06:355,8.63828,0.833182,-5.889736,48.41825
2016-07-30 14:55:06:856,8.303091,0.287304,-5.018246,49.06507
2016-07-30 14:55:07:355,8.90643,0.833182,-4.548983,49.72194
2016-07-30 14:55:07:855,8.494628,0.756568,-5.755661,51.12859
2016-07-30 14:55:08:356,8.418014,0.679953,-5.525817,49.51177
2016-07-30 14:55:08:856,8.456322,0.584185,-5.286397,46.84818
2016-07-30 14:55:09:355,8.676588,0.306458,-4.951209,50.59256
2016-07-30 14:55:09:855,9.241618,0.670377,-5.161899,51.27823
2016-07-30 14:55:10:355,8.245631,0.047884,-5.046977,47.51183
2016-07-30 14:55:10:856,8.18817,0.517148,-5.181052,47.15129
2016-07-30 14:55:11:355,9.366118,0.354342,-5.21936,51.91884
2016-07-30 14:55:11:855,8.418014,0.641646,-4.692635,48.88613
2016-07-30 14:55:12:356,7.699753,-0.02873,-5.353435,47.33831
2016-07-30 14:55:12:855,9.500194,0.047884,-5.621585,50.27942
2016-07-30 14:55:13:355,8.379707,-0.153229,-4.596867,49.19486
2016-07-30 14:55:13:856,8.025364,0.92895,-4.912902,46.4121
2016-07-30 14:55:14:355,8.916008,0.651223,-5.200206,49.23575
2016-07-30 14:55:14:856,8.513782,-0.172383,-5.133168,46.43029
2016-07-30 14:55:15:356,8.734048,0.833182,-5.468356,48.5137
2016-07-30 14:55:15:855,8.532936,0.181959,-5.372588,45.97014
2016-07-30 14:55:16:355,7.584831,0.746991,-5.573701,47.55463
2016-07-30 14:55:16:856,9.155428,0.593762,-5.228936,54.47902
2016-07-30 14:55:17:355,8.686164,0.42138,-5.592855,49.12741
2016-07-30 14:55:17:855,8.063671,0.833182,-4.79798,51.66126
2016-07-30 14:55:18:355,8.839394,0.124498,-5.6982,51.53772
2016-07-30 14:55:18:855,8.350976,0.469264,-5.171476,52.05065
2016-07-30 14:55:19:355,8.207323,0.296881,-5.018246,49.41947
2016-07-30 14:55:19:855,8.90643,-0.076614,-5.21936,50.16823
2016-07-30 14:55:20:355,7.97748,0.593762,-4.932055,49.09903
2016-07-30 14:55:20:855,8.686164,0.296881,-5.832275,48.66867
2016-07-30 14:55:21:355,8.571242,0.526724,-5.477933,53.23046
2016-07-30 14:55:21:855,8.015787,1.043872,-4.884171,48.34444
2016-07-30 14:55:22:355,8.963892,0.785298,-5.707777,49.18659
2016-07-30 14:55:22:856,8.734048,0.229843,-5.257667,50.17304
2016-07-30 14:55:23:355,7.805098,0.938527,-5.161899,43.72652
2016-07-30 14:55:23:855,8.973468,0.248997,-5.363012,48.28862
2016-07-30 14:55:24:356,8.705318,0.622492,-5.430049,48.22516
2016-07-30 14:55:24:855,8.092402,0.861913,-5.27682,46.74369
2016-07-30 14:55:25:355,8.60955,0.651223,-5.114014,46.94507
2016-07-30 14:55:25:856,8.887278,0.440533,-5.430049,48.69709
2016-07-30 14:55:26:355,7.94875,0.143652,-5.343858,49.13632
2016-07-30 14:55:26:855,8.647858,0.42138,-5.640739,45.67012
2016-07-30 14:55:27:356,8.647858,0.306458,-5.621585,50.93868
2016-07-30 14:55:27:855,8.207323,0.354342,-5.142745,48.57094
2016-07-30 14:55:28:356,8.293515,0.641646,-5.659893,49.35034
2016-07-30 14:55:28:856,8.839394,0.804452,-5.746084,45.01493
2016-07-30 14:55:29:355,7.680599,-0.153229,-5.152322,45.25199
2016-07-30 14:55:29:855,8.858546,0.411803,-5.947197,50.82627
2016-07-30 14:55:30:355,9.136274,0.009577,-5.602432,50.66847
2016-07-30 14:55:30:856,7.642292,1.302446,-4.999093,52.54761
2016-07-30 14:55:31:356,8.858546,0.488417,-5.190629,51.95554
2016-07-30 14:55:31:855,8.734048,1.331176,-5.439626,47.72373
2016-07-30 14:55:32:355,7.651869,1.254562,-5.104438,46.77982
2016-07-30 14:55:32:856,8.839394,0.095768,-5.851429,49.38564
2016-07-30 14:55:33:356,8.66701,0.316035,-5.688623,47.19902
2016-07-30 14:55:33:856,7.891289,0.814029,-4.453215,48.45532
2016-07-30 14:55:34:355,8.935162,0.191536,-5.717354,48.05898
2016-07-30 14:55:34:856,8.676588,-0.009577,-5.315128,49.78798
2016-07-30 14:55:35:355,7.967903,0.746991,-4.999093,52.86777
2016-07-30 14:55:35:855,9.385272,0.153229,-5.449203,56.04413
2016-07-30 14:55:36:355,8.2169,0.067038,-5.046977,48.19283
2016-07-30 14:55:36:855,8.322245,0.718261,-4.82671,47.85041
2016-07-30 14:55:37:356,9.155428,0.383072,-5.861006,49.67792
2016-07-30 14:55:37:855,8.322245,0.497994,-5.295974,50.09986
2016-07-30 14:55:38:356,8.312668,0.316035,-4.61602,48.78124
2016-07-30 14:55:38:856,9.404426,0.536301,-5.267244,46.59542
2016-07-30 14:55:39:355,7.987057,0.21069,-5.851429,45.26384
2016-07-30 14:55:39:855,8.178593,0.814029,-4.491522,51.91503
2016-07-30 14:55:40:355,8.686164,0.488417,-5.640739,48.6229
2016-07-30 14:55:40:856,8.944738,0.076614,-5.018246,48.34984
2016-07-30 14:55:41:356,8.169016,0.526724,-5.315128,49.83351
2016-07-30 14:55:41:855,8.006211,0.02873,-5.228936,46.20526
2016-07-30 14:55:42:355,8.916008,0.651223,-5.822698,48.05959
2016-07-30 14:55:42:856,8.810662,0.363919,-4.79798,48.2713
2016-07-30 14:55:43:355,7.929596,0.746991,-4.721366,48.54848
2016-07-30 14:55:43:856,8.935162,0.220267,-5.535394,48.08113
2016-07-30 14:55:44:355,9.021352,0.067038,-5.295974,51.26213
2016-07-30 14:55:44:855,7.881712,0.526724,-4.874594,48.76811
2016-07-30 14:55:45:356,8.829816,0.632069,-5.659893,47.31711
2016-07-30 14:55:45:855,9.193734,0.555455,-5.420472,49.1606
2016-07-30 14:55:46:355,7.987057,0.497994,-4.788403,47.54058
2016-07-30 14:55:46:855,8.58082,0.986411,-5.104438,50.50598
2016-07-30 14:55:47:355,9.595962,0.430956,-5.410896,55.22983
2016-07-30 14:55:47:856,8.197747,0.038307,-5.075707,47.97957
2016-07-30 14:55:48:356,8.303091,0.804452,-5.190629,50.79943
2016-07-30 14:55:48:855,8.389284,0.277727,-5.152322,50.66158
2016-07-30 14:55:49:356,8.619126,0.756568,-5.621585,47.08243
2016-07-30 14:55:49:855,8.973468,0.325611,-5.0374,48.70182
2016-07-30 14:55:50:355,8.101979,0.344765,-5.161899,48.58393
2016-07-30 14:55:50:856,8.973468,0.890643,-5.046977,46.58309
2016-07-30 14:55:51:355,8.475474,0.354342,-5.688623,49.83838
2016-07-30 14:55:51:856,8.274361,0.392649,-5.018246,55.26988
2016-07-30 14:55:52:355,8.868124,0.622492,-5.0374,51.87824
2016-07-30 14:55:52:856,8.408438,0.268151,-5.525817,45.36035
2016-07-30 14:55:53:355,8.705318,0.679953,-4.82671,46.69803
2016-07-30 14:55:53:855,8.331822,0.47884,-5.477933,46.99367
2016-07-30 14:55:54:356,8.753202,0.383072,-4.759673,45.65763
2016-07-30 14:55:54:855,8.446744,0.6608,-5.544971,47.51926
2016-07-30 14:55:55:356,8.63828,0.756568,-5.171476,45.97234
2016-07-30 14:55:55:856,8.523358,0.517148,-5.075707,43.97992
2016-07-30 14:55:56:355,8.724472,0.593762,-5.334281,44.85216
2016-07-30 14:55:56:855,8.84897,0.392649,-4.788403,47.74321
2016-07-30 14:55:57:355,8.60955,0.545878,-5.334281,49.28897
2016-07-30 14:55:57:856,8.073248,0.670377,-5.24809,49.33484
2016-07-30 14:55:58:355,8.801086,0.172383,-4.922478,50.74782
2016-07-30 14:55:58:855,9.710882,0.363919,-5.305551,50.28537
2016-07-30 14:55:59:356,7.94875,0.814029,-4.941632,50.83571
2016-07-30 14:55:59:855,8.255207,0.430956,-5.27682,49.64026
2016-07-30 14:56:00:355,9.136274,0.526724,-5.51624,48.04326
2016-07-30 14:56:00:855,8.590396,0.430956,-5.238513,49.83042
2016-07-30 14:56:01:356,7.824251,0.852336,-4.941632,52.3274
2016-07-30 14:56:01:855,9.126698,0.191536,-5.66947,46.86501
2016-07-30 14:56:02:355,8.858546,0.679953,-5.152322,50.67185
2016-07-30 14:56:02:856,8.073248,0.632069,-4.730942,47.29106
2016-07-30 14:56:03:356,8.283938,0.507571,-5.363012,46.94058
2016-07-30 14:56:03:855,9.433156,0.153229,-5.430049,48.03861
2016-07-30 14:56:04:355,8.485052,0.383072,-5.267244,50.24098
2016-07-30 14:56:04:856,7.872135,0.603339,-4.76925,51.36922
2016-07-30 14:56:05:356,9.174582,0.268151,-5.305551,51.47403
2016-07-30 14:56:05:856,8.504206,0.469264,-5.00867,47.32344
2016-07-30 14:56:06:355,8.283938,0.057461,-5.324704,48.86154
2016-07-30 14:56:06:856,8.628704,0.842759,-5.343858,50.15554
2016-07-30 14:56:07:355,8.66701,0.229843,-4.702212,52.00626
2016-07-30 14:56:07:856,8.935162,0.201113,-4.76925,52.88094
2016-07-30 14:56:08:355,8.63828,0.191536,-5.00867,50.04846
2016-07-30 14:56:08:855,8.858546,0.909797,-4.951209,52.32274
2016-07-30 14:56:09:355,8.293515,0.909797,-5.295974,49.36521
2016-07-30 14:56:09:855,9.107544,0.354342,-4.338293,52.99065
2016-07-30 14:56:10:356,8.734048,1.024718,-4.76925,48.79627
2016-07-30 14:56:10:856,8.686164,1.158794,-5.0374,50.1985
2016-07-30 14:56:11:355,8.63828,0.622492,-4.730942,50.62058
2016-07-30 14:56:11:855,8.90643,0.861913,-4.635174,52.94841
2016-07-30 14:56:12:356,8.944738,0.670377,-4.683058,51.33425
2016-07-30 14:56:12:855,8.39886,0.430956,-5.506664,49.39525
2016-07-30 14:56:13:355,8.2169,0.718261,-5.315128,48.79199
2016-07-30 14:56:13:855,9.251196,-0.143652,-5.06613,49.83191
2016-07-30 14:56:14:356,8.475474,0.392649,-4.683058,49.77144
2016-07-30 14:56:14:856,8.55209,0.584185,-5.27682,48.33126
2016-07-30 14:56:15:355,8.887278,0.114922,-4.884171,47.73331
2016-07-30 14:56:15:855,8.39886,0.6608,-5.094861,46.24784
2016-07-30 14:56:16:356,8.724472,1.149217,-5.363012,47.00713
2016-07-30 14:56:16:855,8.542512,0.459687,-5.046977,45.72658
2016-07-30 14:56:17:355,8.542512,0.632069,-4.989516,46.75955
2016-07-30 14:56:17:856,8.84897,0.402226,-5.24809,47.96138
2016-07-30 14:56:18:355,8.772356,0.181959,-4.922478,50.44281
2016-07-30 14:56:18:855,8.255207,0.277727,-5.123591,47.19293
2016-07-30 14:56:19:355,9.002198,0.383072,-5.228936,51.52288
2016-07-30 14:56:19:856,8.743626,0.440533,-5.372588,50.42827
2016-07-30 14:56:20:356,8.025364,0.47884,-5.372588,48.94458
2016-07-30 14:56:20:855,8.542512,0.181959,-5.401319,51.44647
2016-07-30 14:56:21:355,8.84897,0.794875,-5.535394,51.29659
2016-07-30 14:56:21:855,8.293515,-0.095768,-4.596867,52.86939
2016-07-30 14:56:22:356,8.781932,0.497994,-5.324704,53.04721
2016-07-30 14:56:22:855,8.475474,0.555455,-5.525817,50.54688
2016-07-30 14:56:23:355,8.341399,0.344765,-4.750096,50.83293
2016-07-30 14:56:23:855,8.762778,0.785298,-5.439626,48.30686
2016-07-30 14:56:24:355,8.858546,0.536301,-5.123591,47.52274
2016-07-30 14:56:24:855,8.015787,0.373495,-5.497087,47.85184
2016-07-30 14:56:25:355,8.628704,0.766145,-5.286397,47.14575
2016-07-30 14:56:25:855,8.90643,0.555455,-4.989516,47.75878
2016-07-30 14:56:26:355,8.121132,0.306458,-5.6982,47.53455
2016-07-30 14:56:26:856,8.523358,0.670377,-5.21936,48.38666
2016-07-30 14:56:27:355,8.322245,0.430956,-5.305551,53.48146
2016-07-30 14:56:27:855,8.772356,0.268151,-5.018246,50.70249
2016-07-30 14:56:28:356,8.695742,0.440533,-5.363012,52.53462
2016-07-30 14:56:28:855,8.178593,0.756568,-5.295974,51.92327
2016-07-30 14:56:29:356,8.858546,0.23942,-5.305551,50.26773
2016-07-30 14:56:29:855,8.983046,0.047884,-5.046977,51.55788
2016-07-30 14:56:30:356,8.389284,0.545878,-4.807557,47.18148
2016-07-30 14:56:30:855,8.523358,0.651223,-5.343858,49.70819
2016-07-30 14:56:31:355,8.532936,-0.095768,-5.152322,52.8064
2016-07-30 14:56:31:856,8.82024,0.335188,-5.018246,52.30744
2016-07-30 14:56:32:356,8.169016,0.220267,-5.315128,46.59239
2016-07-30 14:56:32:855,9.097966,0.45011,-4.635174,46.338
2016-07-30 14:56:33:355,9.050082,0.909797,-4.788403,46.22241
2016-07-30 14:56:33:855,7.939173,0.536301,-5.209783,46.04517
2016-07-30 14:56:34:356,8.647858,0.833182,-5.21936,46.52323
2016-07-30 14:56:34:856,8.753202,0.746991,-4.845864,47.58632
2016-07-30 14:56:35:355,8.82024,0.565032,-4.922478,48.73888
2016-07-30 14:56:35:855,8.676588,0.201113,-5.00867,49.52242
2016-07-30 14:56:36:356,8.255207,0.076614,-5.315128,47.43958
2016-07-30 14:56:36:856,8.762778,0.45011,-5.046977,51.62543
2016-07-30 14:56:37:355,8.705318,0.124498,-5.181052,53.3488
2016-07-30 14:56:37:855,8.475474,0.268151,-5.181052,52.13031
2016-07-30 14:56:38:356,8.169016,0.555455,-5.621585,51.46697
2016-07-30 14:56:38:856,8.973468,0.641646,-4.692635,49.85517
2016-07-30 14:56:39:355,8.465898,0.555455,-5.420472,50.61908
2016-07-30 14:56:39:857,8.226477,0.42138,-5.755661,49.87918
2016-07-30 14:56:40:355,7.958327,0.6608,-5.315128,47.17472
2016-07-30 14:56:40:856,8.954314,0.593762,-5.018246,49.39311
2016-07-30 14:56:41:355,8.542512,0.871489,-5.6982,51.83107
2016-07-30 14:56:41:856,8.264784,0.335188,-5.410896,47.72629
2016-07-30 14:56:42:355,8.121132,0.402226,-5.382165,44.72499
2016-07-30 14:56:42:856,8.963892,0.153229,-4.912902,44.47866
2016-07-30 14:56:43:355,8.207323,0.497994,-5.765238,46.34107
2016-07-30 14:56:43:855,8.044518,0.047884,-5.353435,49.61122
2016-07-30 14:56:44:355,9.069236,0.42138,-5.315128,46.56209
2016-07-30 14:56:44:856,8.39886,0.134075,-5.391742,48.71181
2016-07-30 14:56:45:355,7.987057,0.718261,-4.903325,52.98993
2016-07-30 14:56:45:855,8.590396,0.603339,-5.45878,50.35295
2016-07-30 14:56:46:356,8.571242,0.153229,-5.535394,51.44367
2016-07-30 14:56:46:855,8.829816,0.679953,-5.238513,53.58171
2016-07-30 14:56:47:355,8.044518,0.201113,-5.114014,51.5194
2016-07-30 14:56:47:855,8.571242,0.497994,-5.324704,52.42298
2016-07-30 14:56:48:356,8.619126,0.90022,-5.899313,52.68843
2016-07-30 14:56:48:855,8.264784,0.383072,-5.48751,45.42098
2016-07-30 14:56:49:355,8.360553,0.038307,-4.79798,49.89327
2016-07-30 14:56:49:855,8.734048,1.043872,-5.813122,51.85037
2016-07-30 14:56:50:356,8.686164,0.45011,-5.401319,52.55175
2016-07-30 14:56:50:856,7.939173,0.766145,-5.142745,50.29813
2016-07-30 14:56:51:356,8.571242,0.02873,-5.420472,51.48453
2016-07-30 14:56:51:856,8.772356,0.794875,-5.535394,50.73429
2016-07-30 14:56:52:355,8.360553,0.392649,-5.592855,50.46247
2016-07-30 14:56:52:855,8.743626,0.699107,-5.06613,50.26782
2016-07-30 14:56:53:355,8.092402,0.268151,-5.104438,49.5367
2016-07-30 14:56:53:855,8.55209,0.794875,-5.410896,48.14853
2016-07-30 14:56:54:355,8.523358,0.622492,-5.765238,49.85025
2016-07-30 14:56:54:855,8.408438,0.574608,-5.018246,50.46868
2016-07-30 14:56:55:356,8.389284,0.766145,-5.334281,49.14292
2016-07-30 14:56:55:856,8.465898,0.651223,-5.640739,50.7919
2016-07-30 14:56:56:356,8.264784,0.172383,-5.612008,48.43692
2016-07-30 14:56:56:855,8.283938,0.603339,-5.295974,49.62335
2016-07-30 14:56:57:356,8.753202,0.105345,-5.6982,51.30805
2016-07-30 14:56:57:855,8.054095,0.057461,-5.803545,49.10718
2016-07-30 14:56:58:355,8.408438,0.172383,-5.631162,47.1982
2016-07-30 14:56:58:855,8.169016,0.354342,-5.401319,46.86988
2016-07-30 14:56:59:355,8.494628,0.134075,-5.774814,48.79357
2016-07-30 14:56:59:856,8.130709,0.603339,-5.612008,47.08391
2016-07-30 14:57:00:355,8.331822,0.651223,-5.295974,49.9318
2016-07-30 14:57:00:855,8.657434,0.287304,-5.324704,50.82996
2016-07-30 14:57:01:355,8.140286,0.593762,-5.755661,47.98862
2016-07-30 14:57:01:855,8.437168,0.584185,-5.295974,50.67606
2016-07-30 14:57:02:356,8.475474,0.42138,-5.707777,50.8989
2016-07-30 14:57:02:856,8.561666,0.268151,-5.24809,47.55202
2016-07-30 14:57:03:355,8.101979,0.6608,-5.209783,45.85176
2016-07-30 14:57:03:857,8.79151,0.373495,-5.238513,47.93888
2016-07-30 14:57:04:355,8.130709,0.938527,-5.506664,45.38346
2016-07-30 14:57:04:855,9.050082,-0.105345,-5.51624,47.12754
2016-07-30 14:57:05:355,8.513782,0.517148,-5.439626,47.43473
2016-07-30 14:57:05:855,7.623139,0.229843,-4.979939,52.74524
2016-07-30 14:57:06:356,9.595962,0.881066,-6.062118,52.27448
2016-07-30 14:57:06:856,7.728483,0.268151,-5.181052,52.93921
2016-07-30 14:57:07:355,7.211336,0.114922,-4.721366,55.22891
2016-07-30 14:57:07:857,9.490616,0.344765,-6.732495,54.89453
2016-07-30 14:57:08:356,8.303091,0.785298,-5.018246,58.10066
2016-07-30 14:57:08:856,8.283938,0.737414,-5.133168,46.52872
2016-07-30 14:57:09:355,8.63828,0.373495,-5.439626,46.28932
2016-07-30 14:57:09:856,8.55209,0.871489,-5.171476,48.65688
2016-07-30 14:57:10:356,8.111555,0.488417,-5.24809,46.04116
2016-07-30 14:57:10:856,8.55209,0.430956,-5.477933,45.64766
2016-07-30 14:57:11:356,8.58082,0.794875,-5.755661,48.33316
2016-07-30 14:57:11:856,8.236054,0.402226,-5.631162,44.52683
2016-07-30 14:57:12:355,8.207323,0.507571,-5.48751,48.73239
2016-07-30 14:57:12:855,8.599974,0.181959,-5.468356,48.24202
2016-07-30 14:57:13:355,8.389284,0.316035,-5.382165,47.28493
2016-07-30 14:57:13:855,8.18817,0.153229,-5.295974,47.69562
2016-07-30 14:57:14:355,8.896854,0.268151,-5.363012,47.37056
2016-07-30 14:57:14:856,8.18817,0.009577,-5.430049,45.9456
2016-07-30 14:57:15:355,8.753202,0.517148,-5.401319,45.14191
2016-07-30 14:57:15:855,8.446744,0.335188,-5.889736,45.37241
2016-07-30 14:57:16:355,7.843405,0.268151,-5.27682,47.26842
2016-07-30 14:57:16:855,8.542512,0.497994,-5.027823,48.83023
2016-07-30 14:57:17:358,8.925584,0.565032,-5.880159,48.33542
2016-07-30 14:57:17:855,8.37013,0.440533,-5.295974,46.51198
2016-07-30 14:57:18:356,8.331822,0.02873,-5.353435,47.66559
2016-07-30 14:57:18:855,8.283938,0.986411,-5.688623,47.05522
2016-07-30 14:57:19:355,8.475474,0.172383,-5.66947,47.1075
2016-07-30 14:57:19:855,7.556101,0.651223,-4.663905,46.36937
2016-07-30 14:57:20:356,9.385272,0.651223,-5.793968,54.44083
2016-07-30 14:57:20:859,8.60955,0.296881,-5.956774,52.24221
2016-07-30 14:57:21:356,7.125145,0.555455,-4.932055,49.94066
2016-07-30 14:57:21:855,8.475474,0.584185,-5.6982,54.38573
2016-07-30 14:57:22:356,8.446744,0.699107,-6.330269,49.35881
2016-07-30 14:57:22:855,8.274361,0.756568,-4.740519,49.62273
2016-07-30 14:57:23:355,8.599974,0.976834,-5.592855,47.19757
2016-07-30 14:57:23:855,8.532936,0.574608,-6.167464,51.21288
2016-07-30 14:57:24:355,8.149863,-0.009577,-5.085284,48.77388
2016-07-30 14:57:24:857,8.293515,0.124498,-5.372588,46.1567
2016-07-30 14:57:25:355,8.312668,0.23942,-5.650316,46.08618
2016-07-30 14:57:25:856,8.628704,0.287304,-6.41646,45.62056
2016-07-30 14:57:26:355,7.613562,0.45011,-5.602432,46.1938
2016-07-30 14:57:26:856,7.680599,0.641646,-5.200206,48.95688
2016-07-30 14:57:27:356,9.251196,0.526724,-5.899313,48.45104
2016-07-30 14:57:27:856,8.350976,0.651223,-4.960786,50.80715
2016-07-30 14:57:28:355,7.891289,0.948104,-5.793968,47.32123
2016-07-30 14:57:28:856,8.006211,0.948104,-6.301539,46.4074
2016-07-30 14:57:29:355,8.274361,0.287304,-4.912902,45.20699
2016-07-30 14:57:29:855,8.753202,0.191536,-5.334281,47.00025
2016-07-30 14:57:30:356,8.858546,0.019154,-5.813122,45.54341
2016-07-30 14:57:30:856,8.485052,0.593762,-5.650316,46.01512
2016-07-30 14:57:31:356,7.211336,0.746991,-5.21936,43.93561
2016-07-30 14:57:31:855,8.79151,0.373495,-5.391742,51.98754
2016-07-30 14:57:32:356,9.816228,0.766145,-5.880159,51.32315
2016-07-30 14:57:32:855,7.967903,0.679953,-5.439626,53.54288
2016-07-30 14:57:33:355,8.255207,0.584185,-5.554548,46.06577
2016-07-30 14:57:33:856,8.379707,0.584185,-5.075707,45.16851
2016-07-30 14:57:34:355,8.42759,0.383072,-5.00867,45.54317
2016-07-30 14:57:34:856,9.011776,0.229843,-5.803545,45.8335
2016-07-30 14:57:35:356,7.872135,-0.047884,-5.382165,46.35207
2016-07-30 14:57:35:855,8.37013,0.277727,-5.094861,51.85689
2016-07-30 14:57:36:356,9.155428,0.622492,-4.941632,52.34345
2016-07-30 14:57:36:856,8.90643,0.718261,-5.506664,44.28977
2016-07-30 14:57:37:355,7.603985,0.21069,-5.564124,44.02512
2016-07-30 14:57:37:855,7.613562,0.172383,-4.884171,44.90532
2016-07-30 14:57:38:355,9.433156,0.727837,-5.688623,49.93753
2016-07-30 14:57:38:855,8.983046,0.632069,-5.353435,45.89151
2016-07-30 14:57:39:356,7.038953,0.517148,-5.602432,43.83002
2016-07-30 14:57:39:856,8.092402,0.68953,-5.592855,47.42438
2016-07-30 14:57:40:355,9.385272,0.392649,-5.468356,49.40459
2016-07-30 14:57:40:856,8.245631,0.488417,-5.267244,56.08525
2016-07-30 14:57:41:355,8.207323,0.287304,-5.257667,47.32091
2016-07-30 14:57:41:856,8.935162,0.622492,-4.932055,44.20302
2016-07-30 14:57:42:355,7.987057,0.488417,-5.880159,44.40778
2016-07-30 14:57:42:855,8.82024,0.459687,-5.525817,45.75659
2016-07-30 14:57:43:356,8.772356,0.603339,-4.625597,52.02416
2016-07-30 14:57:43:856,8.054095,0.603339,-4.82671,45.9372
2016-07-30 14:57:44:355,9.356542,-0.02873,-6.138733,43.91242
2016-07-30 14:57:44:856,8.58082,0.45011,-5.257667,47.34091
2016-07-30 14:57:45:355,7.182606,0.986411,-4.443638,49.68521
2016-07-30 14:57:45:856,9.27035,0.584185,-5.238513,49.65564
2016-07-30 14:57:46:355,9.595962,0.612916,-5.631162,59.00914
2016-07-30 14:57:46:855,7.335834,0.526724,-4.673482,49.9422
2016-07-30 14:57:47:355,7.97748,0.392649,-4.386177,51.58612
2016-07-30 14:57:47:856,9.394848,0.574608,-6.081272,54.21869
2016-07-30 14:57:48:355,8.456322,0.086191,-5.410896,51.85736
2016-07-30 14:57:48:856,8.312668,0.679953,-4.960786,45.00812
2016-07-30 14:57:49:355,8.226477,0.526724,-5.085284,46.80168
2016-07-30 14:57:49:856,8.686164,0.229843,-5.420472,44.52336
2016-07-30 14:57:50:355,9.14585,0.679953,-5.324704,46.98284
2016-07-30 14:57:50:856,8.111555,0.47884,-4.788403,43.83742
2016-07-30 14:57:51:356,8.2169,0.363919,-4.999093,47.49854
2016-07-30 14:57:51:855,9.289502,0.162806,-5.985504,46.69728
2016-07-30 14:57:52:355,8.494628,0.976834,-5.027823,58.52346
2016-07-30 14:57:52:856,7.575254,0.727837,-4.453215,60.0336
2016-07-30 14:57:53:355,9.308656,0.114922,-5.449203,50.69046
2016-07-30 14:57:53:855,8.513782,0.287304,-5.353435,45.9783
2016-07-30 14:57:54:356,8.303091,0.785298,-5.51624,43.69464
2016-07-30 14:57:54:855,8.312668,0.612916,-5.305551,43.46405
2016-07-30 14:57:55:355,8.437168,0.363919,-5.123591,43.35143
2016-07-30 14:57:55:855,9.212888,0.593762,-5.209783,43.37714
2016-07-30 14:57:56:356,8.073248,0.718261,-5.477933,46.59561
2016-07-30 14:57:56:855,7.872135,0.296881,-5.027823,45.09271
2016-07-30 14:57:57:356,9.174582,0.565032,-5.363012,46.40424
2016-07-30 14:57:57:855,8.82024,0.325611,-4.932055,44.68518
2016-07-30 14:57:58:355,8.101979,0.248997,-4.82671,45.3414
2016-07-30 14:57:58:856,8.858546,0.967258,-5.506664,46.42899
2016-07-30 14:57:59:355,8.303091,0.21069,-4.683058,45.80117
2016-07-30 14:57:59:855,9.08839,0.651223,-4.932055,45.98294
2016-07-30 14:58:00:355,8.705318,0.555455,-5.267244,45.97661
2016-07-30 14:58:00:856,8.092402,0.220267,-5.305551,43.69562
2016-07-30 14:58:01:355,8.944738,0.833182,-5.0374,44.39536
2016-07-30 14:58:01:855,8.628704,0.536301,-4.61602,45.30153
2016-07-30 14:58:02:355,8.647858,0.593762,-4.845864,47.05602
2016-07-30 14:58:02:855,8.935162,0.488417,-5.171476,47.48274
2016-07-30 14:58:03:356,8.025364,0.603339,-5.305551,45.9094
2016-07-30 14:58:03:855,8.714894,0.497994,-4.692635,45.15953
2016-07-30 14:58:04:355,9.193734,-0.268151,-4.625597,47.63813
2016-07-30 14:58:04:856,8.264784,0.603339,-5.401319,44.99375
2016-07-30 14:58:05:355,8.245631,0.363919,-5.257667,45.56087
2016-07-30 14:58:05:855,9.260772,0.785298,-5.161899,47.72084
2016-07-30 14:58:06:356,8.90643,0.507571,-4.817134,46.10567
2016-07-30 14:58:06:855,7.833828,0.565032,-4.778826,48.42433
2016-07-30 14:58:07:356,8.944738,0.430956,-5.592855,47.73395
